File,Drug,ADE,Sentence
LIPITOR.991,lipitor,anxiety,"since i also have anxiety issues, i was not sure if lipitor caused side effects."
LIPITOR.991,liptor,memory,stopped liptor and improved diet and memory improved.
LIPITOR.992,alpha lipoic acid,high,"ive just stopped taking them,going to start high dose fish oil,coenzyme10,vit c and alpha lipoic acid and see what the next bloods say,please note other medicines were taken at the same time as the lipitor- ramipril and metoptolol andacid reducers for gout,so anybodies guess?."
LIPITOR.992,coenzyme10,high,"ive just stopped taking them,going to start high dose fish oil,coenzyme10,vit c and alpha lipoic acid and see what the next bloods say,please note other medicines were taken at the same time as the lipitor- ramipril and metoptolol andacid reducers for gout,so anybodies guess?."
LIPITOR.992,fish oil,high,"ive just stopped taking them,going to start high dose fish oil,coenzyme10,vit c and alpha lipoic acid and see what the next bloods say,please note other medicines were taken at the same time as the lipitor- ramipril and metoptolol andacid reducers for gout,so anybodies guess?."
LIPITOR.992,lipitor,high,"ive just stopped taking them,going to start high dose fish oil,coenzyme10,vit c and alpha lipoic acid and see what the next bloods say,please note other medicines were taken at the same time as the lipitor- ramipril and metoptolol andacid reducers for gout,so anybodies guess?."
LIPITOR.992,metoptolol,high,"ive just stopped taking them,going to start high dose fish oil,coenzyme10,vit c and alpha lipoic acid and see what the next bloods say,please note other medicines were taken at the same time as the lipitor- ramipril and metoptolol andacid reducers for gout,so anybodies guess?."
LIPITOR.992,ramipril,high,"ive just stopped taking them,going to start high dose fish oil,coenzyme10,vit c and alpha lipoic acid and see what the next bloods say,please note other medicines were taken at the same time as the lipitor- ramipril and metoptolol andacid reducers for gout,so anybodies guess?."
LIPITOR.992,vit c,high,"ive just stopped taking them,going to start high dose fish oil,coenzyme10,vit c and alpha lipoic acid and see what the next bloods say,please note other medicines were taken at the same time as the lipitor- ramipril and metoptolol andacid reducers for gout,so anybodies guess?."
LIPITOR.995,noten,anxiety,have mentioned symptoms as they appeared to my doctor only to be prescribed zorloft for depression and anxiety and noten for heart palpatations.
LIPITOR.995,noten,depression,have mentioned symptoms as they appeared to my doctor only to be prescribed zorloft for depression and anxiety and noten for heart palpatations.
LIPITOR.995,noten,heart palpatations,have mentioned symptoms as they appeared to my doctor only to be prescribed zorloft for depression and anxiety and noten for heart palpatations.
LIPITOR.995,zorloft,anxiety,have mentioned symptoms as they appeared to my doctor only to be prescribed zorloft for depression and anxiety and noten for heart palpatations.
LIPITOR.995,zorloft,depression,have mentioned symptoms as they appeared to my doctor only to be prescribed zorloft for depression and anxiety and noten for heart palpatations.
LIPITOR.995,zorloft,heart palpatations,have mentioned symptoms as they appeared to my doctor only to be prescribed zorloft for depression and anxiety and noten for heart palpatations.
LIPITOR.995,lipitor,high,40 milligrams dose lipitor worked well in reducing my overall cholesterol levels which are high in my family.
LIPITOR.996,lipitor,cough heavily,"each time i go back to taking lipitor, i begin to cough heavily."
PENNSAID.1,advil,knee pain,i read that this is prescribed for knee pain but my doctor gave me a sample because the voltaren has worked ok for me and i can't take advil a lot because of the gastro effects.
PENNSAID.1,voltaren,knee pain,i read that this is prescribed for knee pain but my doctor gave me a sample because the voltaren has worked ok for me and i can't take advil a lot because of the gastro effects.
VOLTAREN-XR.20,voltaren-xr,lower back pain,i was prescribed voltaren-xr 100 milligrams for lower back pain.
VOLTAREN-XR.22,asprin,blood clots,"this drug is unsafe, leads to blood clots which casues strokes and heart attacks , upset stomach, etc asprin is safer and has less side effects."
VOLTAREN-XR.22,asprin,heart attacks,"this drug is unsafe, leads to blood clots which casues strokes and heart attacks , upset stomach, etc asprin is safer and has less side effects."
VOLTAREN-XR.22,asprin,strokes,"this drug is unsafe, leads to blood clots which casues strokes and heart attacks , upset stomach, etc asprin is safer and has less side effects."
VOLTAREN-XR.22,asprin,upset stomach,"this drug is unsafe, leads to blood clots which casues strokes and heart attacks , upset stomach, etc asprin is safer and has less side effects."
VOLTAREN-XR.3,prilosec,gerd,"long story short, i was diagnosed with severe gastric distress gerd and with a gastric cocktail and a high octane prilosec, i had some serious relief and sent home."
VOLTAREN-XR.3,prilosec,high,"long story short, i was diagnosed with severe gastric distress gerd and with a gastric cocktail and a high octane prilosec, i had some serious relief and sent home."
VOLTAREN-XR.5,voltaren,blood clots that traveled to my eye,i was on voltaren for about 4 years and all of the sudden had a minor stroke and had blood clots that traveled to my eye.
VOLTAREN-XR.5,voltaren,stroke,i was on voltaren for about 4 years and all of the sudden had a minor stroke and had blood clots that traveled to my eye.
VOLTAREN-XR.5,tylonol,back pain,"if i have the back pain, i will pop a tylonol instead."
VOLTAREN.14,voltaren rapid,eye problem,"eye problem, noticed after 1 day my vision was not the same, seem to be harder to focus, after putting 2 an 2 together i stopped taken the voltaren rapid 50mg, it has been 5 days sens i stopped taken them and my left eye is getting bad, loss of colour depth and everything is smaller and takes longer to focus then other eye,. dont take them,."
VOLTAREN.19,voltaren,pain,i started taking voltaren twice a day and then switched to once a day which pretty much takes away all my pain.
VOLTAREN.20,voltaren,pain,"i found that voltaren took away all my pain, i rarely use pain relief because i find it never helps or takes too long to take affect and just soldier on ."
VOLTAREN.21,morphine,pain,i was admitted to hospital after 20 min of the pain and given morphine when my doc knew that i was on voltaren.
VOLTAREN.21,voltaren,pain,i was admitted to hospital after 20 min of the pain and given morphine when my doc knew that i was on voltaren.
